business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score
Bella Body,Tucson,AZ,22,4.95,100.0,0.3636,0.1818,0.1818,0.1364,0.1818,0.2727
Bella Excellence,Wesley Chapel,FL,37,3.84,70.27,-0.027,0.1892,-0.1081,0.0541,0.0,0.027
Bella Grey Medical Spa,Reno,NV,31,4.26,80.65,0.0645,0.1935,-0.0645,0.0323,0.0645,0.0645
Bella Michelle Day Spa,Clearwater,FL,21,2.95,47.62,-0.0952,0.0476,-0.4286,-0.2381,-0.2381,-0.0476
Bella Vista Family Chiropractic,Philadelphia,PA,37,4.81,94.59,0.4324,0.3514,0.1081,0.2432,0.2432,0.2432
Belle Meade Family Dentistry,Nashville,TN,48,4.75,93.75,0.4167,0.5208,0.125,0.2083,0.1875,0.3333
Belle Meade Jewelry and Repair,Nashville,TN,39,3.18,53.85,0.0,0.2051,-0.2051,-0.1538,-0.0769,0.0
Belle Meade Skin & Laser,Nashville,TN,27,2.3,29.63,-0.1481,-0.0741,-0.3333,-0.2593,-0.1852,-0.1481
"Benjamin Laudig, DDS",Goleta,CA,46,4.93,100.0,0.2609,0.8478,0.2174,0.1739,0.3043,0.6522
Benjamin's On the Row,Philadelphia,PA,78,4.42,84.62,0.0897,0.1282,0.2051,0.0769,0.141,0.1154
Bennett Medical Services,Reno,NV,92,1.37,7.61,-0.5326,-0.1739,-0.5543,-0.3696,-0.337,-0.3478
Berry Hill Chiropractic and Wellness,Nashville,TN,21,5.0,100.0,0.619,0.6667,0.1429,0.1905,0.2857,0.2381
Best Day Massage,Nashville,TN,27,3.56,62.96,0.0,0.037,0.037,0.1111,-0.1111,0.1481
Better Life Chiropractic,Meridian,ID,23,3.87,69.57,0.087,0.1739,-0.087,-0.0435,-0.0435,0.0
Beyond Basic Massage,Tucson,AZ,34,4.53,91.18,0.0588,0.1471,0.0588,0.0294,0.0882,0.1176
Beyond/Hello,Philadelphia,PA,23,3.52,60.87,0.0435,0.3043,-0.0435,0.0435,-0.087,0.0435
"Biggers Family Medicine, P.A",Brandon,FL,28,2.46,32.14,-0.2143,-0.1429,-0.3214,-0.1429,0.0357,-0.4286
Biggest Little Baby,Reno,NV,39,4.64,89.74,0.1282,0.4103,0.0769,-0.0256,0.1795,0.1282
Biggs-Hansen Orthodontics,Indianapolis,IN,22,4.77,95.45,0.3182,0.7727,0.0,0.0909,0.3182,0.2273
"Billy G Mendoza, OD",Reno,NV,27,4.81,92.59,0.3704,0.5926,0.2593,-0.037,0.5556,0.1852
BioLife Plasma Services,Boise,ID,29,2.21,27.59,-0.1034,-0.2759,-0.0345,-0.1724,-0.2069,0.0
BioLife Plasma Services,Greenwood,IN,30,2.2,26.67,-0.2667,-0.2333,-0.1,-0.3,-0.2,0.0
BioSpine Institute,Tampa,FL,45,2.56,40.0,-0.2444,0.0222,-0.2222,-0.0889,-0.1333,-0.1111
Biomat USA,Reno,NV,26,2.38,38.46,-0.0769,-0.0769,-0.1154,-0.2308,-0.3077,0.0
"Birgit K Toome, MD",Marlton,NJ,22,1.41,4.55,-0.5,-0.5,-0.3636,-0.4545,-0.5909,-0.5455
Biscardi Vision,Philadelphia,PA,137,4.56,89.05,0.5109,0.5255,0.1095,0.1679,0.2117,0.2701
Black Rock Vision Center,Reno,NV,24,4.38,79.17,0.4583,0.5,0.125,0.1667,0.0833,0.25
Blanc Dental Studio,Philadelphia,PA,23,4.83,95.65,0.2609,0.7826,0.2609,0.1304,0.2174,0.7826
Bloom Dispensary,Tucson,AZ,72,2.64,38.89,-0.1389,0.0139,-0.0556,-0.1389,-0.1528,-0.0278
BoDo Chiropractic,Boise,ID,49,4.8,95.92,0.3673,0.3673,0.0612,0.0816,0.0816,0.4286
Bobbi Bullock Medical Esthetics,Boise,ID,24,4.67,87.5,0.2917,0.5417,0.0,0.0417,0.0417,0.1667
Body & Soul Massage,Tampa,FL,23,3.87,69.57,-0.087,0.1739,0.0435,-0.087,-0.0435,0.1304
Body Calm,Meridian,ID,20,4.8,95.0,0.15,0.35,0.15,0.1,0.1,0.25
Body In Knead,Sparks,NV,30,4.87,96.67,0.1333,0.2333,0.1,0.1333,0.1,0.2333
Body Mechanix Massage & Wellness LLC,Metairie,LA,68,4.65,92.65,0.0588,0.1471,0.0294,0.1618,0.1618,0.1029
Body Restoration Spa,Philadelphia,PA,192,4.29,85.42,0.125,0.4167,0.2344,0.2708,0.1406,0.3229
Body+Beauty Lab - Philadelphia,Philadelphia,PA,29,4.52,86.21,0.4483,0.2759,0.0,0.069,0.3448,0.1034
BodyCentral Physical Therapy - Sports & Wellness Center,Tucson,AZ,26,2.58,38.46,0.0,0.0,-0.2692,-0.1538,-0.1923,-0.0769
BodyFuel Fitness,Sparks,NV,79,2.32,30.38,-0.1139,0.0127,-0.3291,-0.1772,-0.0886,-0.0253
Boise City Taxi,Boise,ID,23,2.26,30.43,0.0,-0.087,0.0435,-0.087,-0.1304,0.0
Boise Juice Company,Boise,ID,67,4.73,95.52,0.0,0.3284,0.1045,0.1194,0.1045,0.1642
Boise Therapeutic Massage Center,Boise,ID,68,4.18,77.94,0.0735,0.2059,0.25,0.1029,0.0735,0.1618
Bond Fitness,Santa Barbara,CA,28,4.79,92.86,0.0357,0.3929,-0.0357,0.1429,0.0714,0.0714
Boost FitClub,Nashville,TN,21,3.81,71.43,0.1905,0.381,0.0476,0.2381,0.0476,0.381
Botanicals Nola,New Orleans,LA,25,4.8,96.0,0.0,0.4,-0.04,0.2,0.2,0.12
Brandon Eye Associates,Brandon,FL,26,2.62,34.62,-0.1538,-0.0769,-0.4231,-0.1538,-0.2692,-0.2692
Brandywine Hospital,Coatesville,PA,41,1.54,9.76,-0.5854,-0.5122,-0.1707,-0.3659,-0.1951,-0.3902
Bream Optometry,Goleta,CA,54,4.15,77.78,0.2778,0.3889,0.1667,0.1852,0.1296,0.1852
Breathe Salon & Day Spa,Lansdale,PA,34,4.12,79.41,0.0882,0.2941,0.0,0.1176,0.1471,0.0
Brent House Hotel,New Orleans,LA,37,3.16,48.65,0.0541,0.0541,-0.0811,0.1081,-0.0811,0.2432
Brentwood Dental Group,Brentwood,MO,25,4.32,80.0,0.2,0.56,0.04,0.12,0.2,0.28
"Brian S. Biesman, M.D",Nashville,TN,28,4.57,89.29,0.5,0.7143,0.0,0.0714,0.3214,0.1429
Bright Eyes Family Vision Care,Tampa,FL,22,4.68,90.91,0.4545,0.7273,0.0909,0.1364,0.3636,0.1818
Bright Eyes Optique,New Orleans,LA,60,4.4,86.67,0.35,0.4833,0.2833,0.1667,0.2667,0.1667
Bright Now Dental & Orthodontics,Largo,FL,26,2.65,42.31,-0.0385,0.0,-0.3462,-0.2692,-0.1923,-0.2692
Bright Now Dental & Orthodontics,Pinellas Park,FL,21,1.48,9.52,-0.381,-0.619,-0.5238,-0.4762,-0.619,-0.5714
Bright Now! Dental & Orthodontics,Tampa,FL,23,2.61,39.13,-0.0435,0.0435,-0.3913,-0.1739,-0.1304,-0.2609
Broad Ripple Massage & Wellness,Indianapolis,IN,84,4.3,83.33,0.1071,0.2976,0.0238,0.1667,0.0595,0.2024
Broadway Smiles Dentistry and Orthodontics,Tucson,AZ,34,3.62,61.76,0.2647,0.2353,0.0882,0.0,0.1471,0.2059
Bronze de beaut,Reno,NV,36,4.67,91.67,0.0,0.2222,0.0556,0.0833,-0.0278,0.0278
Brosy Family Dentistry,Reno,NV,24,5.0,100.0,0.2917,0.875,0.125,0.2083,0.1667,0.9167
Brow Spa Galleria,Saint Louis,MO,32,2.81,43.75,-0.0625,0.0,-0.0312,-0.0625,-0.1875,-0.1562
Bryn Mawr Dermatology,Villanova,PA,21,2.67,42.86,-0.1905,-0.1429,-0.1429,0.0476,-0.0476,0.0476
Bryn Mawr Hospital Thrift Shop,Bryn Mawr,PA,37,3.81,64.86,0.0,0.2432,0.2973,0.0811,-0.027,0.1351
Bryn Mawr Rehab Hospital,Malvern,PA,20,3.9,70.0,0.35,0.5,0.0,0.05,0.1,0.2
Bucca Reflexology And Foot Spa,Nashville,TN,77,4.79,94.81,0.0909,0.3766,0.1169,0.1039,0.0,0.2078
Buddha Belly,Tampa,FL,35,5.0,100.0,0.2571,0.4,0.0857,0.2571,0.4,0.2
Butler University,Indianapolis,IN,20,4.75,95.0,0.2,0.05,0.05,0.1,0.1,0.15
Butwin Chiropractic,Carmel,IN,22,5.0,100.0,0.3636,0.3182,0.0909,0.0909,0.3636,0.1364
CBD Dental Care,New Orleans,LA,42,3.88,73.81,0.119,0.3333,0.0,0.0952,0.0,0.1667
CBD Kratom,St Louis,MO,22,3.86,68.18,-0.0455,0.3636,0.0455,0.0,0.3182,0.1364
"CHOP Primary Care, Flourtown",Erdenheim,PA,24,2.67,29.17,-0.2083,-0.1667,0.0417,-0.0833,-0.0833,-0.2917
CPAP & More,Sparks,NV,26,4.65,92.31,0.5385,0.4615,0.4615,0.1538,0.2308,0.1154
CSL Plasma,Reno,NV,30,3.97,73.33,0.1333,0.4,0.0333,-0.0333,0.1,0.1667
CURE de Repos,Philadelphia,PA,27,4.52,88.89,0.2222,0.2593,0.0,0.1481,0.1481,0.1111
CVS Optical,PHILADELPHIA,PA,29,2.21,24.14,-0.1724,-0.1379,-0.069,-0.1034,-0.2069,0.0
CVS Optical,Philadelphia,PA,35,2.49,31.43,-0.0571,-0.1429,0.0571,-0.1429,-0.0857,-0.0286
CVS Pharmacy,Apollo Beach,FL,35,2.11,20.0,-0.1714,-0.0857,-0.1429,-0.1429,-0.1143,-0.0571
CVS Pharmacy,Ardmore,PA,37,2.43,35.14,-0.0541,-0.1351,-0.0541,-0.3243,-0.1622,0.1351
CVS Pharmacy,Ballwin,MO,23,2.83,43.48,0.0,0.0435,-0.0435,-0.1739,-0.2174,0.0
CVS Pharmacy,Carmel,IN,34,2.71,35.29,-0.0294,-0.0294,0.0,-0.2353,-0.1471,0.0882
CVS Pharmacy,Carpinteria,CA,20,2.45,30.0,-0.15,0.0,0.0,-0.25,-0.2,0.0
CVS Pharmacy,Cherry Hill,NJ,49,2.1,24.49,-0.102,-0.2449,-0.1224,-0.1633,-0.3265,-0.0816
CVS Pharmacy,Conshohocken,PA,26,2.27,23.08,-0.2308,-0.1923,-0.1154,-0.1538,-0.1154,0.1923
CVS Pharmacy,Drexel Hill,PA,26,1.96,15.38,-0.2692,-0.3077,0.0,-0.3462,-0.0769,-0.0385
CVS Pharmacy,Goleta,CA,146,2.06,21.92,-0.0822,-0.137,-0.1233,-0.3151,-0.226,0.0274
CVS Pharmacy,Indianapolis,IN,50,2.22,24.0,-0.12,-0.12,-0.14,-0.24,-0.06,0.04
CVS Pharmacy,King Of Prussia,PA,27,1.56,7.41,-0.0741,-0.5926,-0.2593,-0.3704,-0.2222,-0.037
CVS Pharmacy,Mount Laurel,NJ,23,1.83,17.39,-0.2174,-0.087,-0.1304,-0.4348,-0.2609,0.0435
CVS Pharmacy,Nashville,TN,26,3.08,50.0,0.1154,0.0769,0.0385,0.0769,-0.1154,0.0385
CVS Pharmacy,New Orleans,LA,137,2.96,40.15,-0.0292,0.0292,0.0438,-0.073,-0.073,0.0073
CVS Pharmacy,Newtown,PA,22,2.32,27.27,-0.1364,-0.1818,-0.2273,-0.1818,-0.2273,-0.2273
CVS Pharmacy,Paoli,PA,27,1.67,11.11,-0.1852,-0.2593,-0.1111,-0.4815,-0.0741,-0.1111
CVS Pharmacy,Philadelphia,PA,429,2.67,33.33,-0.0466,-0.0466,-0.0373,-0.1119,-0.1026,0.021
CVS Pharmacy,Phoenixville,PA,24,1.46,8.33,-0.1667,-0.5833,-0.2083,-0.25,-0.25,-0.125
CVS Pharmacy,Reno,NV,363,2.18,25.62,-0.1322,-0.1736,-0.1405,-0.2617,-0.2149,-0.0634
CVS Pharmacy,Riverview,FL,25,1.88,20.0,-0.12,-0.16,-0.2,-0.36,-0.24,-0.08
CVS Pharmacy,Saint Louis,MO,24,3.04,50.0,-0.0417,0.125,0.0833,-0.0417,-0.0417,-0.0417
CVS Pharmacy,Santa Barbara,CA,235,2.06,23.83,-0.1362,-0.1702,-0.1106,-0.2553,-0.217,-0.0511
CVS Pharmacy,Sparks,NV,97,1.95,21.65,-0.1649,-0.3196,-0.134,-0.3608,-0.3196,-0.0515
CVS Pharmacy,St. Louis,MO,21,2.43,33.33,-0.1429,-0.0476,-0.0952,-0.0476,0.0476,0.1429
CVS Pharmacy,Wesley Chapel,FL,20,2.45,30.0,-0.15,-0.15,-0.05,0.0,-0.1,0.15
California Trike,Santa Barbara,CA,23,4.83,95.65,0.0435,0.3478,0.3043,0.1739,0.1304,0.0
"Calvin Kim, DMD",Goleta,CA,56,4.46,83.93,0.3036,0.5179,0.125,0.125,0.2143,0.5714
"Calvin Van Reken, MD",Reno,NV,25,2.16,28.0,-0.44,-0.16,-0.24,-0.04,-0.12,-0.24
Camenzuli Dental Excellence,New Orleans,LA,39,4.33,82.05,0.2051,0.6667,0.2308,0.2051,0.1538,0.4615
Canatella Dental - New Orleans,New Orleans,LA,27,3.41,59.26,0.0,0.4074,-0.2222,-0.037,-0.2222,0.1111
Cancer Care Specialists,Reno,NV,20,2.05,25.0,-0.45,-0.35,-0.25,-0.3,-0.3,-0.25
Canyon Ranch Tucson,Tucson,AZ,46,4.02,71.74,0.1522,0.3261,0.1087,0.2609,0.0435,0.1304
Capital Health Medical Center - Hopewell,Pennington,NJ,74,2.7,41.89,-0.1486,-0.0135,-0.1081,-0.1892,-0.1216,-0.0405
Capitol Dental,Boise,ID,23,4.48,86.96,0.2609,0.5652,0.1739,0.2174,0.3043,0.3478
Carbon Health Urgent Care Galena,Reno,NV,52,2.96,44.23,-0.0769,0.0769,-0.0962,-0.0385,-0.1154,-0.0769
Carbon Health Urgent Care Northwest Reno,Reno,NV,104,2.82,43.27,-0.1154,-0.0673,-0.1346,-0.1442,-0.2115,-0.125
Carbon Health Urgent Care Sparks,Sparks,NV,63,2.51,38.1,-0.1587,-0.0159,-0.1111,-0.0635,-0.1746,-0.0476
Cardio Kickfit,Reno,NV,20,4.75,95.0,0.1,0.15,0.0,0.1,0.0,0.05
CareFirst Specialty Pharmacy,Cinnaminson,NJ,20,4.05,75.0,0.2,0.25,0.25,0.0,0.1,-0.05
CareNow,Hendersonville,TN,25,3.28,56.0,0.08,0.16,-0.16,0.04,-0.12,-0.04
CareNow,Hermitage,TN,30,3.43,60.0,0.2,0.1667,-0.0333,0.0667,0.0333,0.0
CareNow,Nashville,TN,96,3.78,69.79,0.3333,0.4271,-0.0417,0.125,0.0104,0.1458
CareNow Urgent Care,Franklin,TN,25,2.84,44.0,-0.12,0.16,-0.08,-0.28,-0.2,-0.04
CareSTAT Urgent Care,Abington,PA,30,2.7,33.33,-0.0333,0.0333,0.0,-0.2,-0.0667,0.1333
CareSpot,Nashville,TN,50,3.26,54.0,0.08,0.18,-0.06,-0.06,-0.18,0.04
CareStat Urgent Care,Havertown,PA,40,3.18,55.0,0.125,0.25,-0.075,0.025,-0.05,0.0
Carillon Sports & Family Medicine,Saint Petersburg,FL,24,2.62,37.5,-0.25,-0.25,-0.3333,-0.2083,-0.2083,-0.4167
Carol's About Face,Tucson,AZ,34,4.94,100.0,0.4412,0.1765,0.0294,0.1765,0.2059,0.2059
Carondelet St Joseph's Hospital,Tucson,AZ,118,2.67,39.83,-0.0254,-0.0593,-0.1186,-0.2034,-0.1017,-0.1356
Carondelet St. Mary's Hospital,Tucson,AZ,55,2.18,29.09,-0.2909,-0.1636,-0.2909,-0.1818,-0.1818,-0.2909
Casa Bella Salon and Spa,Meridian,ID,52,4.56,88.46,0.0385,0.2885,0.0962,0.0962,0.1346,0.1346
Castellano Cosmetic Surgery Center,Tampa,FL,34,4.12,70.59,0.3235,0.4118,0.0294,0.0294,0.2353,0.4412
Castle Dental & Orthodontics - Nashville,Nashville,TN,21,2.29,33.33,-0.2381,0.1905,-0.2381,-0.381,-0.4286,-0.4286
Catalina Eye Care,Tucson,AZ,23,2.83,43.48,0.087,0.0,-0.0435,-0.1739,-0.0435,0.0
Catalina Foothills Family Dental,Tucson,AZ,32,4.72,93.75,0.3438,0.75,0.25,0.1562,0.25,0.5312
Catalina Pediatrics,Tucson,AZ,28,3.93,71.43,0.3929,0.3929,-0.0357,0.25,0.3214,0.3571
Catalina Smiles Dentistry,Oro Valley,AZ,29,2.38,31.03,-0.2069,0.0345,-0.2759,-0.2069,-0.3103,-0.4483
Cavi Medspa,Nashville,TN,31,3.97,70.97,0.2258,0.3226,0.0645,-0.0323,-0.0323,0.129
Cavi Spa,Tampa,FL,42,4.52,83.33,0.3095,0.4048,0.0714,0.1429,0.1667,0.2381
Celebrity Massage,Conshohocken,PA,25,3.48,64.0,0.08,0.12,0.32,0.04,0.08,0.16
Center City Dermatology,Philadelphia,PA,61,3.52,63.93,0.2787,0.1967,0.0,-0.0492,0.1475,0.1639
Center City Emergency Dentist,Philadelphia,PA,124,3.73,66.94,0.1129,0.3226,0.0081,0.1532,0.0565,0.1774
Center City Orthodontics,Philadelphia,PA,39,4.85,92.31,0.5641,0.6667,0.2051,0.2308,0.359,0.6154
Center City Pediatrics,Philadelphia,PA,35,3.29,51.43,0.0,0.0857,-0.0286,-0.0571,-0.1429,0.0
Center For Neurosciences,Tucson,AZ,68,2.24,29.41,-0.3382,-0.3088,-0.1029,-0.2941,-0.2941,-0.25
Center For Restorative Breast Surgery,New Orleans,LA,24,4.5,87.5,0.4583,0.3333,0.0417,0.125,0.3333,0.25
Center for Women's Health - Langhorne,Langhorne,PA,38,2.08,26.32,-0.2632,-0.3158,-0.2105,-0.1053,-0.2105,-0.2895
Chad Michael,Limerick,PA,22,3.09,50.0,-0.0455,-0.0455,-0.3182,-0.0455,-0.2273,0.0455
Champagne Family Dentistry,Sparks,NV,94,3.96,72.34,0.117,0.3404,-0.0638,0.1064,0.0213,0.1383
Channel Islands Chiropractic,Santa Barbara,CA,29,4.48,86.21,0.1034,0.2759,-0.0345,0.2759,0.1034,0.1034
"Charles P. Virden, MD",Reno,NV,27,4.15,77.78,0.1111,0.2963,0.037,0.037,0.2963,0.1111
Cherry Hill Family Dental,Cherry Hill,NJ,25,2.24,28.0,-0.04,-0.24,-0.24,-0.24,-0.2,-0.24
Cheryl's Herbs,St Louis,MO,36,4.19,77.78,0.3889,0.4167,0.1944,0.0556,0.1389,0.0833
Chester County OB/GYN - West Chester,West Chester,PA,44,1.68,15.91,-0.5455,-0.4545,-0.1818,-0.5,-0.4318,-0.3182
Chestnut Hill Hospital,Philadelphia,PA,41,2.51,31.71,-0.3415,-0.122,-0.2439,-0.2195,-0.1951,0.0244
Chi Massage Therapy,Santa Barbara,CA,40,4.9,97.5,0.175,0.175,0.025,0.075,0.225,0.15
Chiara Dental,Tucson,AZ,36,4.42,86.11,0.3333,0.5833,0.25,0.2778,0.2222,0.4722
Chiarello Robert M Dr,Tucson,AZ,29,4.72,93.1,0.6552,0.4483,-0.0345,0.1379,0.2069,0.2759
Children's Hospital New Orleans,New Orleans,LA,21,3.95,71.43,0.3333,0.4286,0.0476,0.2381,0.0952,0.2857
Children's Hospital of Philadelphia,Philadelphia,PA,80,3.74,66.25,0.2625,0.3375,0.15,0.1,0.1125,0.2125
Children's Hospital of Philadelphia Cafeteria,Philadelphia,PA,28,3.29,53.57,0.0357,0.0714,0.0714,0.0,-0.0357,0.0357
Children's Regional Hospital At Cooper,Camden,NJ,32,2.81,43.75,-0.125,0.0625,-0.2188,-0.0312,-0.1562,-0.0312
China Happy Feet,Indianapolis,IN,36,4.08,77.78,0.0833,0.3611,0.2778,-0.0556,-0.0278,0.1944
Chiropractic Care Centre,Tampa,FL,21,5.0,100.0,0.4286,0.7619,0.0476,0.2381,0.1429,0.4762
ChristianaCare Christiana Hospital,Newark,DE,91,2.15,28.57,-0.3297,-0.2198,-0.1429,-0.3516,-0.2527,-0.2527
"Chronos Body, Health & Wellness",Metairie,LA,55,4.29,81.82,0.1273,0.5091,-0.0182,0.1273,0.1091,0.2909
Chung Dam Spa & Fitness,Cheltenham,PA,104,3.66,64.42,0.0673,0.0673,0.1154,0.1346,-0.0192,0.2788
Citrus Endodontics,Tampa,FL,36,4.33,83.33,0.3333,0.5278,0.0833,0.0833,0.2222,0.2778
Citrus Park,Tampa,FL,45,1.73,15.56,-0.4444,-0.1333,-0.6222,-0.2889,-0.2889,-0.2667
Citrus Park Eyecare,Tampa,FL,23,4.74,95.65,0.7826,0.8261,0.1739,0.2174,0.1739,0.3478
City Hydration,Philadelphia,PA,26,4.69,88.46,0.1538,0.3077,0.0385,0.1538,0.1923,0.1923
City Smiles,Saint Louis,MO,20,3.55,60.0,0.1,0.3,-0.2,-0.05,-0.2,0.35
Clarkson Eyecare,Brentwood,MO,33,3.7,63.64,0.2121,0.2121,-0.1212,-0.0606,0.0,0.0
Clarkson Eyecare,St Louis,MO,21,3.24,52.38,-0.0952,0.0,-0.0952,-0.0476,-0.1429,-0.0476
Clarkson Eyecare,St. Louis,MO,33,2.33,36.36,-0.0909,0.0303,-0.1818,-0.1515,-0.2121,-0.1515
Claybrooke Commons Kroger,Indianapolis,IN,29,3.79,72.41,0.069,0.2414,0.069,0.1034,0.1034,0.2759
Clayman Thyroid Center,Town 'n' Country,FL,69,4.99,100.0,0.8551,0.6522,0.1014,0.3333,0.3768,0.2899
Clayton Med Spa,Saint Louis,MO,65,2.51,29.23,-0.1538,-0.0462,-0.1692,-0.3385,-0.1385,-0.1538
Clear Vision Express - Marana,Marana,AZ,27,4.11,77.78,0.2963,0.6667,0.1481,0.2222,0.4074,0.1111
Clearwater Dental Associates,Clearwater,FL,58,4.66,91.38,0.2931,0.6897,0.0517,0.1379,0.4655,0.5172
Clearwater Family Dental,Clearwater,FL,78,4.38,83.33,0.3462,0.5513,0.0513,0.0513,0.2692,0.3205
Clever Training,Indian Rocks Beach,FL,31,3.0,48.39,0.0,0.0968,0.0,-0.1613,-0.0645,-0.0323
Club La Maison Health & Fitness Complex,Wayne,PA,40,3.7,62.5,0.025,0.4,-0.025,0.025,0.0,0.25
Club Metro - Marlton,Marlton,NJ,20,2.8,40.0,-0.05,0.05,-0.3,-0.1,-0.25,0.2
Coast Dental,Brandon,FL,22,1.91,22.73,-0.2273,-0.5,-0.3182,-0.2727,-0.2727,-0.3182
Coast Dental,Clearwater,FL,27,1.81,18.52,-0.1481,-0.3333,-0.4815,-0.4074,-0.3333,-0.5556
Coast Dental,St. Petersburg,FL,27,1.74,14.81,-0.3704,-0.3333,-0.5185,-0.4815,-0.4815,-0.6296
Coast Dental,Tampa,FL,92,2.1,27.17,-0.2391,-0.1304,-0.4348,-0.3261,-0.3587,-0.5109
Coast Dental,Wesley Chapel,FL,25,1.64,12.0,-0.24,-0.16,-0.44,-0.16,-0.36,-0.52
Coastal Jaw Surgery at Palm Harbor,Palm Harbor,FL,27,3.96,74.07,0.2593,0.4815,0.0741,0.1852,0.1111,0.1852
Cobblestone Kids,Philadelphia,PA,41,4.17,80.49,0.1463,0.4146,-0.0244,0.1707,0.0244,0.561
Community Acupuncture,Saint Louis,MO,23,4.52,95.65,0.3913,0.2174,0.3913,0.0435,0.2174,0.3913
Community Health Alliance,Reno,NV,34,3.32,55.88,-0.0294,0.2059,0.0588,-0.0294,-0.1471,0.0
Community Hospital North,Indianapolis,IN,42,3.4,61.9,0.1667,0.2619,-0.0238,0.119,0.0,0.2381
Community Hospital South,Indianapolis,IN,35,2.29,28.57,-0.3714,-0.3143,-0.1714,-0.2571,-0.2571,-0.1143
Compass Chiropractic,Indianapolis,IN,22,4.82,95.45,0.5,0.5,0.1818,0.1364,0.1364,0.2273
Complete Health Partners at 3rd & Church,Nashville,TN,33,4.64,90.91,0.6364,0.8182,0.1818,0.1515,0.0606,0.3636
Complete Health Partners at Nashville West,Nashville,TN,23,3.83,69.57,0.3478,0.4783,0.0435,0.2609,0.0,0.3478
Concentra Medical Center,Plymouth Meeting,PA,21,1.86,19.05,-0.3333,-0.3333,-0.1905,-0.1905,0.0,-0.1429
Concentra Medical Center,Reno,NV,76,1.72,17.11,-0.3816,-0.3158,-0.1711,-0.5658,-0.2632,-0.2105
Concentra Medical Centers,Philadelphia,PA,20,1.35,5.0,-0.25,-0.55,-0.1,-0.7,-0.1,-0.25
Concentra Medical Centers,Sparks,NV,36,1.67,16.67,-0.2222,-0.25,-0.1111,-0.5833,-0.2778,-0.1944
Concentra Urgent Care,Cherry Hill,NJ,35,1.54,11.43,-0.5714,-0.4857,-0.1714,-0.6,-0.3429,-0.4286
Connie Chinese Massage,Dunedin,FL,27,4.56,88.89,0.0741,0.1481,-0.0741,0.1481,0.2222,0.2593
Conservative Grounds,Largo,FL,67,4.15,79.1,-0.0299,0.2687,0.0,0.0896,-0.0299,0.1493
Conshohocken Dental Group,Conshohocken,PA,22,4.32,77.27,0.1818,0.5,0.0,0.2273,0.1818,0.5
Conshohocken Family Practice,Conshohocken,PA,31,1.48,3.23,-0.7742,-0.7097,-0.0645,-0.5161,-0.4194,-0.5161
Cool Springs EyeCare,Franklin,TN,37,3.68,67.57,0.4054,0.3784,-0.0541,0.1081,-0.027,-0.0541
Cool Springs Family Medicine,Franklin,TN,29,3.28,55.17,0.2069,-0.1034,-0.1379,-0.069,-0.1034,-0.1724
Cool Springs Internal Medicine & Pediatrics,Brentwood,TN,31,3.13,54.84,0.0645,-0.0968,-0.0968,-0.129,-0.1935,-0.129
Cool Springs Plastic Surgery - Franklin,Franklin,TN,27,4.67,92.59,0.4074,0.4815,-0.037,0.1481,0.3333,0.4074
CoolSprings Laser Aesthetic & Skincare Center,Franklin,TN,25,2.96,48.0,0.0,0.0,-0.28,-0.24,-0.12,-0.08
Copperstate OB Gyn Associates,Tucson,AZ,46,3.93,73.91,0.3478,0.413,0.0217,0.1739,0.2609,0.2174
Cornea Associates,Tucson,AZ,22,2.45,36.36,-0.1818,-0.1818,-0.2727,-0.0909,-0.1818,-0.2273
Corner Dentistry,Philadelphia,PA,41,4.8,95.12,0.1707,0.6098,0.0488,0.0732,0.439,0.561
Cortaro Smiles Dentistry and Orthodontics,Tucson,AZ,33,2.85,45.45,0.0909,0.0909,-0.2121,-0.1818,-0.0909,-0.1212
Cosmic Connections,Nashville,TN,40,4.55,92.5,0.05,0.325,0.1,0.175,0.025,0.05
Costco Pharmacy,Goleta,CA,30,1.87,20.0,-0.2,-0.0333,-0.3333,-0.5667,-0.3667,-0.1
Costco Wholesale,Tucson,AZ,115,3.42,62.61,0.0087,0.0783,0.2696,0.0174,-0.087,0.1043
Cottage Children's Medical Center,Santa Barbara,CA,86,3.2,51.16,0.0,0.1163,-0.0349,-0.1395,-0.0698,0.0465
Cottage Urgent Care - Goleta - Calle Real,Goleta,CA,20,3.25,55.0,0.2,0.15,-0.05,0.0,-0.05,0.0
Cotton & Snow,Nashville,TN,41,4.1,73.17,-0.0244,0.1463,0.0976,-0.0244,-0.0244,0.0
Courtney Medical Group,Tucson,AZ,33,1.61,15.15,-0.6061,-0.3939,-0.4545,-0.3636,-0.4848,-0.4242
"Craig Donn, DDS",Cherry Hill,NJ,24,4.25,79.17,0.2083,0.4167,0.0,0.2083,0.125,0.2917
Crest Foot Massage,Nashville,TN,23,2.7,39.13,-0.0435,0.0,0.0,-0.1304,-0.2174,-0.087
Creve Coeur Dental,Creve Coeur,MO,28,3.36,57.14,0.0714,0.4286,-0.1429,0.0,-0.1071,0.2143
Creve Coeur Urgent Care,Creve Coeur,MO,29,3.62,62.07,0.3103,0.2414,-0.0345,-0.0345,0.0345,0.069
Cross Keys Family Dental,Turnersville,NJ,24,1.71,16.67,-0.25,-0.3333,-0.25,-0.5,-0.375,-0.375
