business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score,stars_norm,sentiment_norm,reviews_norm,positive_aspects,negative_penalty,recommendation_score,recommendation_percentile,evidence_strength,doctor_vs_peer,staff_vs_peer,billing_vs_peer,wait_vs_peer,communication_vs_peer,cleanliness_vs_peer,stars_vs_peer,positive_ratio_vs_peer
Visiting Angels,Bryn Mawr,PA,21,4.9,100.0,0.7619,0.3333,0.1429,0.2857,0.2857,0.1905,0.97499999975625,1.0,0.0017064846416353,0.39285,0.2143,59.99,95.2,Low,0.6882,0.1374,0.1613,0.2834,0.2811,0.1003,1.3126,36.6531
Buddha Belly,Tampa,FL,35,5.0,100.0,0.2571,0.4,0.0857,0.2571,0.4,0.2,0.99999999975,1.0,0.0255972696245296,0.314275,0.1714,59.96,95.14,Low,0.1834,0.2041,0.1041,0.2548,0.3954,0.1098,1.4126,36.6531
Biggs-Hansen Orthodontics,Indianapolis,IN,22,4.77,95.45,0.3182,0.7727,0.0,0.0909,0.3182,0.2273,0.9424999997643748,0.9545,0.0034129692832706,0.4091,0.04545,59.92,95.09,Low,0.2445,0.5768,0.0184,0.0886,0.3136,0.1371,1.1826,32.1031
Aland Family Dentistry,Reno,NV,25,4.64,92.0,0.32,0.8,0.12,0.12,0.36,0.64,0.9099999997725,0.92,0.0085324232081765,0.53,0.12,59.83,95.03,Low,0.2463,0.6041,0.1384,0.1177,0.3554,0.5498,1.0526,28.6531
Advanced Ultrasound Services,Tampa,FL,21,5.0,100.0,0.0952,0.2381,0.1905,0.1905,0.7143,0.2857,0.99999999975,1.0,0.0017064846416353,0.333325,0.1905,59.79,94.96,Low,0.0215,0.0422,0.2089,0.1882,0.7097,0.1955,1.4126,36.6531
Jade Star Acupuncture and Wellness,Tucson,AZ,30,4.77,96.67,0.4333,0.5667,0.1333,0.0667,0.2667,0.3333,0.9424999997643748,0.9667,0.0170648464163531,0.3999999999999999,0.1,59.7,94.9,Low,0.3596,0.3708,0.1517,0.0644,0.2621,0.2431,1.1826,33.3231
Primal Performance Spine and Sport,Saint Petersburg,FL,24,4.83,95.83,0.7083,0.1667,0.0,0.0,0.375,0.125,0.957499999760625,0.9583,0.0068259385665412,0.34375,0.0,59.66,94.83,Low,0.6346,-0.0292,0.0184,-0.0023,0.3704,0.0348,1.2426,32.4831
"David Reeves, DDS & Randall Iwasiuk, DDS",Reno,NV,28,4.71,92.86,0.2857,0.8929,0.1071,0.25,0.25,0.6071,0.927499999768125,0.9286,0.0136518771330825,0.5089250000000001,0.17855,59.64,94.77,Low,0.212,0.697,0.1255,0.2477,0.2454,0.5169,1.1226,29.5131
IntraVenous Solutions,Nashville,TN,23,5.0,100.0,0.2609,0.5652,0.087,0.2609,0.2174,0.2174,0.99999999975,1.0,0.0051194539249059,0.315225,0.17395,59.64,94.77,Low,0.1872,0.3693,0.1054,0.2586,0.2128,0.1272,1.4126,36.6531
Kurr Aesthetics and Med Spa,Carmel,IN,32,4.91,96.88,0.5,0.5,0.0938,0.1875,0.25,0.1875,0.9774999997556252,0.9688,0.0204778156996237,0.359375,0.14065,59.63,94.7,Low,0.4263,0.3041,0.1122,0.1852,0.2454,0.0973,1.3226,33.5331
Indy Massage Company,Indianapolis,IN,199,4.81,93.97,0.0804,0.3518,0.1005,0.1457,0.1709,0.2362,0.9524999997618748,0.9397,0.305460750852721,0.2098249999999999,0.1231,59.61,94.66,High,0.0067,0.1559,0.1189,0.1434,0.1663,0.146,1.2226,30.6231
TEC Endodontics,Philadelphia,PA,42,4.71,92.86,0.2857,0.6905,0.0714,0.2381,0.5238,0.4048,0.927499999768125,0.9286,0.0375426621159768,0.4762,0.15475,59.58,94.62,Medium,0.212,0.4946,0.0898,0.2358,0.5192,0.3146,1.1226,29.5131
Nostalgic Eye Care,Philadelphia,PA,41,4.66,92.68,0.3902,0.7561,0.122,0.1951,0.2195,0.6341,0.91499999977125,0.9268,0.0358361774743415,0.499975,0.15855,59.57,94.57,Medium,0.3165,0.5602,0.1404,0.1928,0.2149,0.5439,1.0726,29.3331
Sullivan Dental Partners,Brentwood,TN,28,4.89,96.43,0.3929,0.5,0.0357,0.3571,0.25,0.4643,0.972499999756875,0.9643,0.0136518771330825,0.4018,0.1964,59.56,94.53,Low,0.3192,0.3041,0.0541,0.3548,0.2454,0.3741,1.3026,33.0831
MyEyeDr,Carmel,IN,24,4.67,91.67,0.4167,0.7083,0.1667,0.0,0.5417,0.2917,0.917499999770625,0.9167,0.0068259385665412,0.4896,0.08335,59.5,94.49,Low,0.343,0.5124,0.1851,-0.0023,0.5371,0.2015,1.0826,28.3231
Paradise Spa,Treasure Island,FL,75,4.95,100.0,0.1867,0.4,0.1467,0.1067,0.1333,0.2133,0.9874999997531252,1.0,0.0938566552899422,0.233325,0.1267,59.43,94.44,Medium,0.113,0.2041,0.1651,0.1044,0.1287,0.1231,1.3626,36.6531
Southampton Dental,Saint Louis,MO,21,4.76,95.24,0.4286,0.6667,0.1429,0.381,0.3333,0.5714,0.939999999765,0.9524,0.0017064846416353,0.5,0.26195,59.42,94.4,Low,0.3549,0.4708,0.1613,0.3787,0.3287,0.4812,1.1726,31.8931
Marked Studios,Reno,NV,135,4.72,91.85,0.1852,0.6,0.1481,0.1926,0.1926,0.4815,0.9299999997675,0.9185,0.196245733788061,0.364825,0.17035,59.4,94.33,High,0.1115,0.4041,0.1665,0.1903,0.188,0.3913,1.1326,28.5031
Southern Arizona Urgent Care,Tucson,AZ,277,4.36,83.03,0.6282,0.5271,0.0542,0.231,0.1372,0.3646,0.8399999997900001,0.8303,0.4385665529002755,0.414275,0.1426,59.4,94.33,High,0.5545,0.3312,0.0726,0.2287,0.1326,0.2744,0.7726,19.6831
Tampa Floats Wellness Center,Tampa,FL,42,4.86,97.62,0.0238,0.381,0.0714,0.1667,0.2619,0.6667,0.96499999975875,0.9762,0.0375426621159768,0.33335,0.1190499999999999,59.39,94.27,Medium,-0.0499,0.1851,0.0898,0.1644,0.2573,0.5765,1.2726,34.2731
Double Edge Fitness - Midtown,Reno,NV,34,4.85,97.06,0.0294,0.7059,0.0588,0.2353,0.0294,0.7059,0.962499999759375,0.9706,0.0238907849828943,0.36765,0.14705,59.38,94.22,Low,-0.0443,0.51,0.0772,0.233,0.0248,0.6157,1.2626,33.7131
Great Grins Children's Dentistry,Tucson,AZ,20,4.75,95.0,0.25,0.65,0.05,0.15,0.2,0.6,0.937499999765625,0.95,0.0,0.425,0.1,59.37,94.18,Low,0.1763,0.4541,0.0684,0.1477,0.1954,0.5098,1.1626,31.6531
The Remedy Room,Metairie,LA,54,4.7,92.59,0.3148,0.5926,0.0926,0.037,0.2037,0.537,0.92499999976875,0.9259,0.0580204778156006,0.412025,0.0648,59.36,94.14,Medium,0.2411,0.3967,0.111,0.0347,0.1991,0.4468,1.1126,29.2431
Excel Physical Therapy - Queens Village,Philadelphia,PA,27,4.74,92.59,0.4444,0.6296,0.0,0.037,0.3333,0.2222,0.93499999976625,0.9259,0.0119453924914471,0.407375,0.0185,59.34,94.09,Low,0.3707,0.4337,0.0184,0.0347,0.3287,0.132,1.1526,29.2431
Healing One,Reno,NV,53,4.85,96.23,0.0566,0.566,0.0566,0.2453,0.2453,0.5283,0.962499999759375,0.9623,0.0563139931739653,0.3490499999999999,0.15095,59.25,94.05,Medium,-0.0171,0.3701,0.075,0.243,0.2407,0.4381,1.2626,32.8831
My Kid's Smile,Reno,NV,47,4.79,93.62,0.2766,0.7872,0.0638,0.1277,0.0851,0.383,0.947499999763125,0.9362,0.0460750853241534,0.382975,0.09575,59.22,93.96,Medium,0.2029,0.5913,0.0822,0.1254,0.0805,0.2928,1.2026,30.2731
"Back to Health Chiropractic and Wellness Center: Randy Mantz, DC",Reno,NV,22,4.91,95.45,0.5455,0.4091,0.0455,0.2727,0.2273,0.3182,0.9774999997556252,0.9545,0.0034129692832706,0.375025,0.1591,59.15,93.92,Low,0.4718,0.2132,0.0639,0.2704,0.2227,0.228,1.3226,32.1031
"Billy G Mendoza, OD",Reno,NV,27,4.81,92.59,0.3704,0.5926,0.2593,-0.037,0.5556,0.1852,0.9524999997618748,0.9259,0.0119453924914471,0.42595,0.12965,59.12,93.83,Low,0.2967,0.3967,0.2777,-0.0393,0.551,0.095,1.2226,29.2431
"Health Benefits Associates, Inc",Reno,NV,32,5.0,100.0,0.375,0.5938,0.75,0.0625,0.4688,0.125,0.99999999975,1.0,0.0204778156996237,0.39065,0.40625,59.06,93.77,Low,0.3013,0.3979,0.7684,0.0602,0.4642,0.0348,1.4126,36.6531
Unite Fitness - Rittenhouse,Philadelphia,PA,30,4.93,100.0,0.0333,0.5,0.1667,0.1333,0.2333,0.4,0.982499999754375,1.0,0.0170648464163531,0.2916499999999999,0.15,59.06,93.77,Low,-0.0404,0.3041,0.1851,0.131,0.2287,0.3098,1.3426,36.6531
Dentistry For Life,Philadelphia,PA,92,4.62,91.3,0.2826,0.6413,0.0761,0.1739,0.2174,0.5543,0.90499999977375,0.913,0.1228668941977425,0.4239,0.125,59.05,93.7,Medium,0.2089,0.4454,0.0945,0.1716,0.2128,0.4641,1.0326,27.9531
Carol's About Face,Tucson,AZ,34,4.94,100.0,0.4412,0.1765,0.0294,0.1765,0.2059,0.2059,0.98499999975375,1.0,0.0238907849828943,0.2573749999999999,0.10295,59.03,93.66,Low,0.3675,-0.0194,0.0478,0.1742,0.2013,0.1157,1.3526,36.6531
Ona Skincare,Nashville,TN,31,4.81,96.77,0.5484,0.3871,0.129,0.129,0.3548,0.1613,0.9524999997618748,0.9677,0.0187713310579884,0.3629,0.129,59.02,93.6,Low,0.4747,0.1912,0.1474,0.1267,0.3502,0.0711,1.2226,33.4231
Nola Bliss Massage,New Orleans,LA,210,4.77,94.29,0.0857,0.2667,0.0714,0.0952,0.0857,0.1857,0.9424999997643748,0.9429,0.3242320819107095,0.15595,0.0833,59.0,93.51,High,0.012,0.0708,0.0898,0.0929,0.0811,0.0955,1.1826,30.9431
Catalina Foothills Family Dental,Tucson,AZ,32,4.72,93.75,0.3438,0.75,0.25,0.1562,0.25,0.5312,0.9299999997675,0.9375,0.0204778156996237,0.46875,0.2031,58.99,93.44,Low,0.2701,0.5541,0.2684,0.1539,0.2454,0.441,1.1326,30.4031
Eagle Eye Vision Care,Tampa,FL,26,4.73,92.31,0.6923,0.5769,0.2692,0.0385,0.2692,0.3077,0.9324999997668753,0.9231,0.0102389078498118,0.4615250000000001,0.15385,58.9,93.4,Low,0.6186,0.381,0.2876,0.0362,0.2646,0.2175,1.1426,28.9631
Delacruz Chiropractic,Reno,NV,67,5.0,100.0,0.2687,0.2687,0.2388,0.2537,0.2836,0.209,0.99999999975,1.0,0.0802047781568597,0.2575,0.24625,58.89,93.33,Medium,0.195,0.0728,0.2572,0.2514,0.279,0.1188,1.4126,36.6531
StandOut Resumes,Philadelphia,PA,37,4.92,97.3,0.2703,0.6216,0.1351,0.1622,0.3514,0.0,0.979999999755,0.973,0.0290102389078003,0.310825,0.14865,58.89,93.33,Low,0.1966,0.4257,0.1535,0.1599,0.3468,-0.0902,1.3326,33.9531
LasikPlus,Indianapolis,IN,85,4.73,94.12,0.2118,0.7294,0.1294,0.3294,0.4706,0.1882,0.9324999997668753,0.9412,0.1109215017062953,0.3999999999999999,0.2294,58.87,93.23,Medium,0.1381,0.5335,0.1478,0.3271,0.466,0.098,1.1426,30.7731
Idaho Eyecare Center,Boise,ID,21,4.62,90.48,0.619,0.7619,0.0476,0.1905,0.381,0.2857,0.90499999977375,0.9048,0.0017064846416353,0.5119,0.11905,58.84,93.18,Low,0.5453,0.566,0.066,0.1882,0.3764,0.1955,1.0326,27.1331
Royal Thai Massage,Santa Barbara,CA,251,4.77,92.83,0.0876,0.1474,0.0837,0.0757,0.0199,0.1873,0.9424999997643748,0.9283,0.3941979522177573,0.11055,0.0797,58.81,93.14,High,0.0139,-0.0485,0.1021,0.0734,0.0153,0.0971,1.1826,29.4831
SB Physio- A Physical Therapy Corp,Santa Barbara,CA,28,4.86,96.43,0.3214,0.6429,0.0357,0.1786,0.25,0.1071,0.96499999975875,0.9643,0.0136518771330825,0.33035,0.10715,58.8,93.07,Low,0.2477,0.447,0.0541,0.1763,0.2454,0.0169,1.2726,33.0831
Drs Page and Ward,Philadelphia,PA,24,4.71,91.67,0.4583,0.625,0.1667,0.1667,0.4167,0.4167,0.927499999768125,0.9167,0.0068259385665412,0.479175,0.1667,58.76,92.97,Low,0.3846,0.4291,0.1851,0.1644,0.4121,0.3265,1.1226,28.3231
A Place To Float,Indianapolis,IN,47,4.77,95.74,0.1064,0.4681,0.0426,0.1915,0.1915,0.6383,0.9424999997643748,0.9574,0.0460750853241534,0.351075,0.11705,58.75,92.92,Medium,0.0327,0.2722,0.061,0.1892,0.1869,0.5481,1.1826,32.3931
Lotus Massage & Wellness Center,Tucson,AZ,103,4.84,98.06,0.1359,0.3981,0.1748,0.1068,0.1456,0.2621,0.95999999976,0.9806,0.141638225255731,0.235425,0.1408,58.74,92.88,High,0.0622,0.2022,0.1932,0.1045,0.141,0.1719,1.2526,34.7131
Float Nashville,Nashville,TN,57,4.88,98.25,0.0526,0.4561,0.0877,0.2982,0.4211,0.2807,0.9699999997575,0.9825,0.0631399317405065,0.302625,0.19295,58.73,92.81,Medium,-0.0211,0.2602,0.1061,0.2959,0.4165,0.1905,1.2926,34.9031
BoDo Chiropractic,Boise,ID,49,4.8,95.92,0.3673,0.3673,0.0612,0.0816,0.0816,0.4286,0.9499999997625,0.9592,0.049488054607424,0.3112,0.0714,58.73,92.81,Medium,0.2936,0.1714,0.0796,0.0793,0.077,0.3384,1.2126,32.5731
Perfection Plastic Surgery & Skin Care,Tucson,AZ,28,4.75,92.86,0.5,0.6429,0.0,0.0714,0.2143,0.1429,0.937499999765625,0.9286,0.0136518771330825,0.375025,0.0357,58.69,92.73,Low,0.4263,0.447,0.0184,0.0691,0.2097,0.0527,1.1626,29.5131
Six Fishes Healing Arts,Philadelphia,PA,22,4.91,100.0,0.4091,0.3182,0.0909,0.1364,0.1818,0.1818,0.9774999997556252,1.0,0.0034129692832706,0.272725,0.11365,58.69,92.73,Low,0.3354,0.1223,0.1093,0.1341,0.1772,0.0916,1.3226,36.6531
Assisted Home Health & Hospice,Santa Barbara,CA,27,4.85,96.3,0.4815,0.6296,0.1111,0.1852,0.1481,0.1481,0.962499999759375,0.963,0.0119453924914471,0.3518249999999999,0.14815,58.68,92.66,Low,0.4078,0.4337,0.1295,0.1829,0.1435,0.0579,1.2626,32.9531
WobbeMassage,New Orleans,LA,31,5.0,100.0,0.129,0.3226,0.0968,0.0968,0.129,0.2903,0.99999999975,1.0,0.0187713310579884,0.217725,0.0968,58.67,92.57,Low,0.0553,0.1267,0.1152,0.0945,0.1244,0.2001,1.4126,36.6531
Rebecca Gay Doula CBE CLC,Tampa,FL,33,4.88,96.97,0.3939,0.3333,0.0303,0.2727,0.4848,0.0909,0.9699999997575,0.9697,0.022184300341259,0.325725,0.1515,58.67,92.57,Low,0.3202,0.1374,0.0487,0.2704,0.4802,0.0007,1.2926,33.6231
Ochsner Urgent Care - Warehouse District,New Orleans,LA,165,4.53,88.48,0.5515,0.6727,0.0667,0.2242,0.097,0.2424,0.8824999997793751,0.8848,0.2474402730371204,0.3908999999999999,0.14545,58.67,92.57,High,0.4778,0.4768,0.0851,0.2219,0.0924,0.1522,0.9426,25.1331
Peak Performance Chiropractic,Reno,NV,46,4.89,97.83,0.3261,0.3478,0.087,0.1739,0.2609,0.1957,0.972499999756875,0.9783,0.0443686006825181,0.282625,0.13045,58.65,92.44,Medium,0.2524,0.1519,0.1054,0.1716,0.2563,0.1055,1.3026,34.4831
FLOAT STL - Midtown,Saint Louis,MO,47,4.87,95.74,0.0638,0.5745,0.0851,0.2553,0.2979,0.4043,0.9674999997581252,0.9574,0.0460750853241534,0.335125,0.1702,58.65,92.44,Medium,-0.0099,0.3786,0.1035,0.253,0.2933,0.3141,1.2826,32.3931
Chiarello Robert M Dr,Tucson,AZ,29,4.72,93.1,0.6552,0.4483,-0.0345,0.1379,0.2069,0.2759,0.9299999997675,0.931,0.0153583617747178,0.396575,0.06895,58.65,92.44,Low,0.5815,0.2524,-0.0161,0.1356,0.2023,0.1857,1.1326,29.7531
Mandy Epley Skin Studio,New Orleans,LA,26,4.85,96.15,0.6923,0.2692,0.2308,0.3077,0.4231,0.2692,0.962499999759375,0.9615,0.0102389078498118,0.41345,0.26925,58.64,92.36,Low,0.6186,0.0733,0.2492,0.3054,0.4185,0.179,1.2626,32.8031
Philly Phitness,Philadelphia,PA,45,4.91,97.78,0.0667,0.3778,0.0889,0.1778,0.2444,0.4222,0.9774999997556252,0.9778,0.0426621160408828,0.277775,0.13335,58.63,92.31,Medium,-0.007,0.1819,0.1073,0.1755,0.2398,0.332,1.3226,34.4331
MedMen - St Petersburg,St. Petersburg,FL,49,4.84,97.96,0.102,0.5918,0.102,0.0816,0.2653,0.1429,0.95999999976,0.9796,0.049488054607424,0.2754999999999999,0.0917999999999999,58.62,92.27,Medium,0.0283,0.3959,0.1204,0.0793,0.2607,0.0527,1.2526,34.6131
Sanctuary on 2nd,Philadelphia,PA,137,4.8,97.08,0.1314,0.2701,0.0949,0.1606,0.1971,0.2263,0.9499999997625,0.9708,0.1996587030713316,0.206225,0.12775,58.61,92.23,High,0.0577,0.0742,0.1133,0.1583,0.1925,0.1361,1.2126,33.7331
Dr. JAW Orthodontists,Oro Valley,AZ,34,4.76,94.12,0.4118,0.6471,0.0882,0.0882,0.1176,0.2941,0.939999999765,0.9412,0.0238907849828943,0.36765,0.0882,58.56,92.18,Low,0.3381,0.4512,0.1066,0.0859,0.113,0.2039,1.1726,30.7731
Dolce Vita Wellness & Medical Spa,Reno,NV,285,4.51,87.72,0.207,0.3754,0.0456,0.207,0.1228,0.2491,0.877499999780625,0.8772,0.452218430033358,0.238575,0.1263,58.55,92.14,High,0.1333,0.1795,0.064,0.2047,0.1182,0.1589,0.9226,24.3731
South Philly Community Acupuncture,Philadelphia,PA,50,4.9,98.0,0.44,0.38,0.18,0.22,0.26,0.12,0.97499999975625,0.98,0.0511945392490593,0.3,0.2,58.52,92.1,Medium,0.3663,0.1841,0.1984,0.2177,0.2554,0.0298,1.3126,34.6531
Walker Dentistry,Fishers,IN,22,4.64,90.91,0.3182,0.6364,0.0455,0.0455,0.2273,0.5909,0.9099999997725,0.9091,0.0034129692832706,0.4432,0.0455,58.49,92.05,Low,0.2445,0.4405,0.0639,0.0432,0.2227,0.5007,1.0526,27.5631
Modern Acupuncture,Sparks,NV,27,4.7,92.59,0.5926,0.5926,0.037,0.1111,0.1481,0.2963,0.92499999976875,0.9259,0.0119453924914471,0.4074,0.07405,58.48,92.01,Low,0.5189,0.3967,0.0554,0.1088,0.1435,0.2061,1.1126,29.2431
Moorestown Eye Associates,Moorestown,NJ,43,4.65,90.7,0.4884,0.6512,0.093,0.1628,0.3256,0.3488,0.9124999997718752,0.907,0.0392491467576122,0.4534999999999999,0.1279,58.43,91.97,Medium,0.4147,0.4553,0.1114,0.1605,0.321,0.2586,1.0626,27.3531
Summit Spine and Wellness,Philadelphia,PA,31,4.77,93.55,0.3548,0.4839,0.0323,0.0645,0.1935,0.3548,0.9424999997643748,0.9355,0.0187713310579884,0.34675,0.0484,58.4,91.92,Low,0.2811,0.288,0.0507,0.0622,0.1889,0.2646,1.1826,30.2031
Renew Acupuncture,Philadelphia,PA,40,4.8,97.5,0.55,0.2,0.025,0.15,0.3,0.125,0.9499999997625,0.975,0.0341296928327062,0.29375,0.0875,58.39,91.88,Medium,0.4763,0.0041,0.0434,0.1477,0.2954,0.0348,1.2126,34.1531
Quaker City Dental,Philadelphia,PA,24,4.71,95.83,0.25,0.625,0.0833,0.125,0.0833,0.5417,0.927499999768125,0.9583,0.0068259385665412,0.375,0.1041499999999999,58.34,91.84,Low,0.1763,0.4291,0.1017,0.1227,0.0787,0.4515,1.1226,32.4831
Massage Solutions,Reno,NV,42,5.0,100.0,0.1905,0.2143,0.0238,0.2143,0.1905,0.1905,0.99999999975,1.0,0.0375426621159768,0.1964499999999999,0.1190499999999999,58.3,91.79,Medium,0.1168,0.0184,0.0422,0.212,0.1859,0.1003,1.4126,36.6531
Revive Medical Botox and Laser,Philadelphia,PA,62,4.68,90.32,0.4516,0.5,0.0161,0.1774,0.3226,0.3226,0.91999999977,0.9032,0.0716723549486831,0.3992,0.09675,58.27,91.75,Medium,0.3779,0.3041,0.0345,0.1751,0.318,0.2324,1.0926,26.9731
Cool Springs Plastic Surgery - Franklin,Franklin,TN,27,4.67,92.59,0.4074,0.4815,-0.037,0.1481,0.3333,0.4074,0.917499999770625,0.9259,0.0119453924914471,0.4074,0.07405,58.26,91.71,Low,0.3337,0.2856,-0.0186,0.1458,0.3287,0.3172,1.0826,29.2431
East To West Massage Therapy,St Petersburg,FL,20,5.0,100.0,0.05,0.45,0.15,0.15,0.15,0.3,0.99999999975,1.0,0.0,0.2375,0.15,58.25,91.66,Low,-0.0237,0.2541,0.1684,0.1477,0.1454,0.2098,1.4126,36.6531
Killer B Fitness,Santa Barbara,CA,26,5.0,100.0,0.1923,0.3077,0.1154,0.1538,0.0385,0.3462,0.99999999975,1.0,0.0102389078498118,0.221175,0.1346,58.23,91.6,Low,0.1186,0.1118,0.1338,0.1515,0.0339,0.256,1.4126,36.6531
All About You Dental - Boise Dentist,Boise,ID,27,4.74,92.59,0.3704,0.6667,0.1852,0.2593,0.1852,0.5926,0.93499999976625,0.9259,0.0119453924914471,0.453725,0.22225,58.23,91.6,Low,0.2967,0.4708,0.2036,0.257,0.1806,0.5024,1.1526,29.2431
Pia Esthetics Day Spa,Tampa,FL,172,4.7,92.44,0.1163,0.4419,0.0581,0.1163,0.1163,0.1919,0.92499999976875,0.9244,0.2593856655285676,0.2166,0.0872,58.21,91.51,High,0.0426,0.246,0.0765,0.114,0.1117,0.1017,1.1126,29.0931
"Roby J Kent, DMD",New Orleans,LA,27,4.81,96.3,0.1111,0.6296,0.1111,0.2593,0.1481,0.5556,0.9524999997618748,0.963,0.0119453924914471,0.3611,0.1851999999999999,58.2,91.45,Low,0.0374,0.4337,0.1295,0.257,0.1435,0.4654,1.2226,32.9531
Archer Chiropractic,New Orleans,LA,35,4.8,94.29,0.4,0.6571,0.2286,0.2,0.1429,0.3714,0.9499999997625,0.9429,0.0255972696245296,0.39285,0.2143,58.17,91.4,Low,0.3263,0.4612,0.247,0.1977,0.1383,0.2812,1.2126,30.9431
Excel Physical Therapy - Center City,Philadelphia,PA,49,4.71,91.84,0.2449,0.6122,0.0204,0.1633,0.3061,0.3469,0.927499999768125,0.9184,0.049488054607424,0.377525,0.09185,58.16,91.34,Medium,0.1712,0.4163,0.0388,0.161,0.3015,0.2567,1.1226,28.4931
Biscardi Vision,Philadelphia,PA,137,4.56,89.05,0.5109,0.5255,0.1095,0.1679,0.2117,0.2701,0.8899999997774999,0.8905,0.1996587030713316,0.37955,0.1387,58.16,91.34,High,0.4372,0.3296,0.1279,0.1656,0.2071,0.1799,0.9726,25.7031
Back To Balance Massage,Santa Barbara,CA,21,5.0,100.0,0.2381,0.2857,0.0,0.0476,0.0952,0.0476,0.99999999975,1.0,0.0017064846416353,0.16665,0.0238,58.12,91.27,Low,0.1644,0.0898,0.0184,0.0453,0.0906,-0.0426,1.4126,36.6531
Santa Barbara Fertility Center,Santa Barbara,CA,24,4.54,87.5,0.5,0.7083,0.0417,0.2083,0.5417,0.4167,0.88499999977875,0.875,0.0068259385665412,0.541675,0.125,58.11,91.23,Low,0.4263,0.5124,0.0601,0.206,0.5371,0.3265,0.9526,24.1531
Healing Wizdom Salon & Spa,Reno,NV,188,4.68,94.15,0.1968,0.383,0.1809,0.133,0.1383,0.1277,0.91999999977,0.9415,0.2866894197947326,0.21145,0.15695,58.1,91.19,High,0.1231,0.1871,0.1993,0.1307,0.1337,0.0375,1.0926,30.8031
Complete Health Partners at 3rd & Church,Nashville,TN,33,4.64,90.91,0.6364,0.8182,0.1818,0.1515,0.0606,0.3636,0.9099999997725,0.9091,0.022184300341259,0.4697,0.16665,58.09,91.12,Low,0.5627,0.6223,0.2002,0.1492,0.056,0.2734,1.0526,27.5631
Sierra Oral & Facial Surgery,Reno,NV,24,4.62,91.67,0.5,0.7083,0.0417,0.0833,0.1667,0.3333,0.90499999977375,0.9167,0.0068259385665412,0.427075,0.0625,58.09,91.12,Low,0.4263,0.5124,0.0601,0.081,0.1621,0.2431,1.0326,28.3231
Bella Body,Tucson,AZ,22,4.95,100.0,0.3636,0.1818,0.1818,0.1364,0.1818,0.2727,0.9874999997531252,1.0,0.0034129692832706,0.249975,0.1591,58.08,91.06,Low,0.2899,-0.0141,0.2002,0.1341,0.1772,0.1825,1.3626,36.6531
The Lotus Room,Nashville,TN,87,4.85,95.4,0.1494,0.2644,0.069,0.1379,0.0805,0.4368,0.962499999759375,0.954,0.1143344709895659,0.232775,0.10345,58.06,90.97,Medium,0.0757,0.0685,0.0874,0.1356,0.0759,0.3466,1.2626,32.0531
Handcrafted Healing,Saint Petersburg,FL,28,5.0,100.0,0.2143,0.4643,0.1786,0.25,0.1429,0.1786,0.99999999975,1.0,0.0136518771330825,0.250025,0.2143,58.06,90.97,Low,0.1406,0.2684,0.197,0.2477,0.1383,0.0884,1.4126,36.6531
Green City Beauty,Philadelphia,PA,39,4.95,100.0,0.2308,0.2051,0.1026,0.3077,0.1795,0.3846,0.9874999997531252,1.0,0.0324232081910709,0.25,0.20515,58.06,90.97,Low,0.1571,0.0092,0.121,0.3054,0.1749,0.2944,1.3626,36.6531
Infinity Health & Wellness Center,Philadelphia,PA,75,4.71,94.67,0.1067,0.44,0.1333,0.2133,0.3467,0.48,0.927499999768125,0.9467,0.0938566552899422,0.34335,0.1733,58.03,90.86,Medium,0.033,0.2441,0.1517,0.211,0.3421,0.3898,1.1226,31.3231
Santa Barbara Dojo,Santa Barbara,CA,55,4.87,98.18,0.1091,0.5091,0.0545,0.0545,0.1273,0.0727,0.9674999997581252,0.9818,0.0597269624572359,0.2045499999999999,0.0545,58.01,90.79,Medium,0.0354,0.3132,0.0729,0.0522,0.1227,-0.0175,1.2826,34.8331
Skinology Skin and Body Studio,Tucson,AZ,34,4.94,100.0,0.2647,0.2353,0.1176,0.2059,0.1176,0.3235,0.98499999975375,1.0,0.0238907849828943,0.235275,0.16175,58.0,90.75,Low,0.191,0.0394,0.136,0.2036,0.113,0.2333,1.3526,36.6531
Barefoot Doctor Community Acupuncture Clinic,Philadelphia,PA,34,4.76,97.06,0.6471,0.2647,0.2059,0.1471,0.2353,0.2353,0.939999999765,0.9706,0.0238907849828943,0.3456,0.1765,57.97,90.71,Low,0.5734,0.0688,0.2243,0.1448,0.2307,0.1451,1.1726,33.7131
"Sara Yegiyants, MD",Santa Barbara,CA,49,4.67,91.84,0.3469,0.551,-0.0408,0.2041,0.2857,0.3673,0.917499999770625,0.9184,0.049488054607424,0.387725,0.10205,57.96,90.6,Medium,0.2732,0.3551,-0.0224,0.2018,0.2811,0.2771,1.0826,28.4931
RevolutionEYES,Carmel,IN,28,4.82,92.86,0.5,0.5714,0.1786,0.1786,0.2143,0.25,0.95499999976125,0.9286,0.0136518771330825,0.383925,0.1786,57.96,90.6,Low,0.4263,0.3755,0.197,0.1763,0.2097,0.1598,1.2326,29.5131
Pivotal Touch Healing,Brentwood,TN,58,5.0,100.0,0.2241,0.0862,0.0172,0.1207,0.1724,0.0517,0.99999999975,1.0,0.0648464163821419,0.1336,0.06895,57.96,90.6,Medium,0.1504,-0.1097,0.0356,0.1184,0.1678,-0.0385,1.4126,36.6531
